87.9219970703125	23.057939529418945	68.05500030517578	29.86960220336914
85.67500305175781	22.867061614990234	71.77300262451172	29.644411087036133
89.59600067138672	22.874305725097656	70.81400299072266	29.493576049804688
90.51399993896484	22.977115631103516	71.4229965209961	29.460233688354492
89.58100128173828	22.970922470092773	74.18399810791016	29.596200942993164
87.81600189208984	22.93840217590332	75.62999725341797	29.55124855041504
87.3949966430664	22.848217010498047	72.55599975585938	29.63228988647461
87.3949966430664	22.765605926513672	72.55599975585938	29.787853240966797
90.4219970703125	22.809097290039062	67.08399963378906	29.84524154663086
87.43599700927734	22.951671600341797	60.880001068115234	29.861835479736328
86.22000122070312	23.024633407592773	56.308998107910156	29.948549270629883
90.41600036621094	22.952226638793945	69.91100311279297	29.847734451293945
90.22599792480469	22.977933883666992	77.66400146484375	29.596778869628906
89.14900207519531	22.9188289642334	77.55000305175781	29.582178115844727
89.54100036621094	22.991445541381836	72.18000030517578	29.528335571289062
88.30000305175781	23.117454528808594	65.51699829101562	29.621084213256836
87.60600280761719	22.966806411743164	68.9739990234375	29.636287689208984
89.60299682617188	22.800033569335938	70.13899993896484	29.67563819885254
88.45500183105469	22.741844177246094	71.13899993896484	29.69304084777832
89.5770034790039	22.81634521484375	76.91300201416016	29.81494140625
91.45999908447266	22.992870330810547	69.26000213623047	29.860551834106445
87.572998046875	22.99022674560547	58.97100067138672	29.901430130004883
85.63200378417969	22.949438095092773	60.80099868774414	29.704498291015625
88.52799987792969	22.868602752685547	66.88899993896484	29.621803283691406
91.85900115966797	22.936609268188477	75.2770004272461	29.42352867126465
90.11199951171875	23.02031898498535	72.6050033569336	29.6195011138916
88.34100341796875	23.107772827148438	64.97799682617188	29.805635452270508
86.48600006103516	23.022300720214844	70.84600067138672	29.673599243164062
89.98799896240234	22.928258895874023	73.447998046875	29.627504348754883
89.98799896240234	22.830917358398438	73.447998046875	29.58230972290039
88.85700225830078	22.79338264465332	81.60199737548828	29.651180267333984
87.56900024414062	22.89481544494629	79.50900268554688	29.75113296508789
